,id_competition,date_from,date_to,name,has_results,city,street,street_no,comp_year,prime_event,continent_short,has_logo,competition_code,updated_at_ts,updated_at,timezone,id_live_theme,code_live_theme,country_short,country,id_country,is_teams,status,external_id,id_draw_type,ages,rank_name
12,1024,2009/06/13,2009/06/14,World Cup Tallin 2009,56,Tallin,,,2009,0,EJU,0,wcup_est2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,EST,Estonia,39,0,,wcup_est2009,1,['sen'],World Cup
13,1025,2009/06/13,2009/06/14,World Cup Madrid 2009,56,Madrid,,,2009,0,EJU,0,wcup_esp2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESP,Spain,20,0,,wcup_esp2009,1,['sen'],World Cup
14,1032,2009/06/06,2009/06/07,World Cup Bucharest 2009,56,Bucharest,,,2009,0,EJU,0,wcup_rou2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,ROU,Romania,266,0,,wcup_rou2009,1,['sen'],World Cup
15,1033,2009/06/06,2009/06/07,World Cup Lisbon 2009,54,Lisbon,,,2009,0,EJU,0,wcup_por2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,POR,Portugal,21,0,,wcup_por2009,1,['sen'],World Cup
16,1023,2009/05/30,2009/05/31,Grand Slam Moscow 2009,111,Moscow,,,2009,1,EJU,0,gs_moscow2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,RUS,Russian Federation,7,0,,gs_moscow2009,1,['sen'],Grand Slam
17,1022,2009/05/09,2009/05/10,Grand Prix Tunis 2009,106,Tunis,,,2009,1,AJU,0,gp_tunis2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,TUN,Tunisia,18,0,,gp_tunis2009,1,['sen'],Grand Prix
18,1034,2009/04/24,2009/04/26,European Championships Tblisi 2009,111,Tblisi,,,2009,0,EJU,0,ec_sen_2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,GEO,Georgia,6,0,,ec_sen_2009,1,['sen'],European Championships
19,1042,2009/02/28,2009/03/01,World Cup Prague 2009,56,Prague,,,2009,0,EJU,0,wcup_cze2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,CZE,Czech Republic,32,0,,wcup_cze2009,1,['sen'],World Cup
20,1043,2009/02/28,2009/03/01,World Cup Warsaw 2009,56,Warsaw,,,2009,0,EJU,0,wcup_pol2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,POL,Poland,25,0,,wcup_pol2009,1,['sen'],World Cup
21,1037,2009/02/21,2009/02/22,Grand Prix Hamburg 2009,112,Hamburg,,,2009,1,EJU,0,gp_hamburg2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,GER,Germany,193,0,,gp_hamburg2009,1,['sen'],Grand Prix
22,1035,2009/02/14,2009/02/15,World Cup Budapest 2009,56,Budapest,,,2009,0,EJU,0,wcup_hun2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,HUN,Hungary,27,0,,wcup_hun2009,1,['sen'],World Cup
23,1036,2009/02/14,2009/02/15,World Cup Vienna 2009,56,Vienna,,,2009,0,EJU,0,wcup_aut2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,AUT,Austria,2,0,,wcup_aut2009,1,['sen'],World Cup
24,1040,2009/02/07,2009/02/08,Grand Slam Paris 2009,112,Paris,,,2009,1,EJU,0,gs_paris2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,FRA,France,4,0,,gs_paris2009,1,['sen'],Grand Slam
25,1038,2009/01/24,2009/01/25,World Cup Tbilisi 2009,56,Tbilisi,,,2009,0,EJU,0,wcup_geo2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,GEO,Georgia,6,0,,wcup_geo2009,1,['sen'],World Cup
26,1039,2009/01/24,2009/01/25,World Cup Sofia 2009,56,Sofia,,,2009,0,EJU,0,wcup_bul2009,1683351132,2023-05-06 05:32:12,,1,ijf_official,BUL,Bulgaria,29,0,,wcup_bul2009,1,['sen'],World Cup
27,1041,2009/01/24,2009/01/25,Masters Suwon 2009,0,Suwon,,,2009,1,JUA,0,,1683351132,2023-05-06 05:32:12,,1,ijf_official,KOR,Republic of Korea,15,0,,,1,['sen'],World Cup
28,943,2010/12/17,2010/12/18,Grand Prix Qingdao 2010,111,Qingdao,,,2010,1,JUA,0,gp_chn2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,CHN,People's Republic of China,46,0,,gp_chn2010,1,['sen'],Grand Prix
29,942,2010/12/11,2010/12/13,Grand Slam Tokyo 2010,112,Tokyo,,,2010,1,JUA,0,gs_jpn2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,JPN,Japan,13,0,,gs_jpn2010,1,['sen'],Grand Slam
30,1016,2010/12/03,2010/12/04,World Cup Suwon 2010,112,Sowun,,,2010,0,JUA,0,wcup_kor2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,KOR,Republic of Korea,15,0,,wcup_kor2010,1,['sen'],World Cup
31,950,2010/11/22,2010/11/24,Grand Prix Abu Dhabi 2010,112,Abu Dhabi,,,2010,1,JUA,0,gp_uae2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,UAE,United Arab Emirates,155,0,,gp_uae2010,1,['sen'],Grand Prix
32,939,2010/11/12,2010/11/13,World Cup Apia 2010,93,Apia,,,2010,0,OJU,0,wcup_sam2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,SAM,Samoa,167,0,,wcup_sam2010,1,['sen'],World Cup
33,937,2010/10/16,2010/10/17,Grand Prix Rotterdam 2010,112,Rotterdam,,,2010,1,EJU,0,gp_ned2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,NED,Netherlands,28,0,,gp_ned2010,1,['sen'],Grand Prix
34,1014,2010/10/09,2010/10/10,World Cup Baku 2010,56,Baku,,,2010,0,EJU,0,wcup_aze2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,AZE,Azerbaijan,8,0,,wcup_aze2010,1,['sen'],World Cup
35,1015,2010/10/09,2010/10/10,World Cup Minsk 2010,56,Minsk,,,2010,0,EJU,0,wcup_blr2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,BLR,Belarus,16,0,,wcup_blr2010,1,['sen'],World Cup
36,1012,2010/10/02,2010/10/03,World Cup Birmingham 2010,55,Birmingham,,,2010,0,EJU,0,wcup_gbr2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,GBR,Great Britain,26,0,,wcup_gbr2010,1,['sen'],World Cup
37,1013,2010/10/02,2010/10/03,World Cup Rome 2010,56,Rome,,,2010,0,EJU,0,wcup_ita2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,ITA,Italy,23,0,,wcup_ita2010,1,['sen'],World Cup
38,1010,2010/09/25,2010/09/25,World Cup Tashkent 2010,56,Tashkent,,,2010,0,JUA,0,wcup_uzb2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,UZB,Uzbekistan,17,0,,wcup_uzb2010,1,['sen'],World Cup
39,1011,2010/09/25,2010/09/26,World Cup Alamata 2010,56,Alamata,,,2010,0,JUA,0,wcup_kaz2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,KAZ,Kazakhstan,14,0,,wcup_kaz2010,1,['sen'],World Cup
40,1008,2010/09/09,2010/09/13,World Championships Tokyo 2010,128,Tokyo,,,2010,1,JUA,0,wc2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,JPN,Japan,13,0,,wc2010,1,['sen'],World Championships
41,1007,2010/08/26,2010/08/28,World Cup Miami 2010,112,Miami,,,2010,0,PJC,0,wcup_usa2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,USA,United States of America,57,0,,wcup_usa2010,1,['sen'],World Cup
42,1006,2010/07/24,2010/07/25,World Cup Ulaanbaatar 2010,111,Ulaanbaatar,,,2010,0,JUA,0,wcup_mgl2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,MGL,Mongolia,61,0,,wcup_mgl2010,1,['sen'],World Cup
43,949,2010/07/03,2010/07/04,Grand Slam Moscow 2010,112,Moscow,,,2010,1,EJU,0,gs_moscow2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,RUS,Russian Federation,7,0,,gs_moscow2010,1,['sen'],Grand Slam
44,1005,2010/06/26,2010/06/27,World Cup San Salavador 2010,97,San Salavador,,,2010,0,PJC,0,wcup_esa2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESA,El Salvador,112,0,,wcup_esa2010,1,['sen'],World Cup
45,1004,2010/06/19,2010/06/20,World Cup Isla de Margarita 2010,109,Isla de Margarita,,,2010,0,PJC,0,wcup_ven2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,VEN,Venezuela,109,0,,wcup_ven2010,1,['sen'],World Cup
46,936,2010/06/12,2010/06/13,World Cup Lisbon 2010,56,Lisbon,,,2010,0,EJU,0,wcup_por2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,POR,Portugal,21,0,1,wcup_por2010,1,['sen'],World Cup
47,1003,2010/06/12,2010/06/13,World Cup Tallin 2010,56,Tallin,,,2010,0,EJU,0,wcup_est2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,EST,Estonia,39,0,,wcup_est2010,1,['sen'],World Cup
48,935,2010/06/05,2010/06/06,World Cup Bucharest 2010,56,Bucharest,,,2010,0,EJU,0,wcup_rou2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,ROU,Romania,266,0,1,wcup_rou2010,1,['sen'],World Cup
49,1002,2010/06/05,2010/06/06,World Cup Madrid 2010,56,Madrid,,,2010,0,EJU,0,wcup_esp2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESP,Spain,20,0,,wcup_esp2010,1,['sen'],World Cup
50,1001,2010/05/29,2010/05/30,World Cup Belo Horizonte 2010,112,Belo Horizonte,,,2010,0,PJC,0,wcup_bra2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,BRA,Brazil,49,0,,wcup_bra2010,1,['sen'],World Cup
51,948,2010/05/22,2010/05/23,Grand Slam Rio de Janeiro 2010,112,Rio de Janeiro,,,2010,1,PJC,0,gs_rio2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,BRA,Brazil,49,0,,gs_rio2010,1,['sen'],Grand Slam
52,1000,2010/05/15,2010/05/16,World Cup Cairo 2010,112,Cairo,,,2010,0,AJU,0,wcup_egy2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,EGY,Egypt,53,0,,wcup_egy2010,1,['sen'],World Cup
53,951,2010/05/07,2010/05/09,Grand Prix Tunis 2010,112,Tunis,,,2010,1,AJU,0,gp_tun2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,TUN,Tunisia,18,0,,gp_tun2010,1,['sen'],Grand Prix
54,1029,2010/04/22,2010/04/24,European Championships Vienna 2010,112,Vienna,,,2010,0,EJU,0,ec2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,AUT,Austria,2,0,,ec2010,1,['sen'],European Championships
55,1047,2010/04/22,2010/04/22,Asian Championships Guangzhou 2010,111,Guangzhou,,,2010,0,JUA,0,jua_ag2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,CHN,People's Republic of China,46,0,,jua_ag2010,1,['sen'],Asian Championships
56,1045,2010/04/15,2010/04/18,African Championships Yaounde 2010,110,Yaounde,,,2010,0,AJU,0,aju2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,CMR,Cameroon,70,0,,aju2010,1,['sen'],African Championships
57,1050,2010/04/15,2010/04/15,Oceanian Championships Canaberra 2010,69,Canaberra,,,2010,0,OJU,0,oju2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,AUS,Australia,56,0,,oju2010,1,['sen'],Oceanian Championships
58,1046,2010/04/08,2010/04/11,Panamerican Championships San Salvador 2010,112,San Salvador,,,2010,0,PJC,0,pjc2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESA,El Salvador,112,0,,pjc2010,1,['sen'],
59,998,2010/02/27,2010/02/28,World Cup Warsaw 2010,56,Warsaw,,,2010,0,EJU,0,wcup_pol2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,POL,Poland,25,0,,wcup_pol2010,1,['sen'],World Cup
60,1009,2010/02/27,2010/02/28,World Cup Prague 2010,56,Prague,,,2010,0,EJU,0,wcup_cze2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,CZE,Czech Republic,32,0,,wcup_cze2010,1,['sen'],World Cup
61,952,2010/02/20,2010/02/21,Grand Prix Dussedorf 2010,112,Dussedorf,,,2010,1,EJU,0,gp_ger2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,GER,Germany,193,0,,gp_ger2010,1,['sen'],Grand Prix
62,997,2010/02/13,2010/02/14,World Cup Vienna 2010,56,Vienna,,,2010,0,EJU,0,wcup_aut2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,AUT,Austria,2,0,,wcup_aut2010,1,['sen'],World Cup
63,999,2010/02/13,2010/02/14,World Cup Budapest 2010,56,Budapest,,,2010,0,EJU,0,wcup_hun2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,HUN,Hungary,27,0,,wcup_hun2010,1,['sen'],World Cup
64,947,2010/02/06,2010/02/07,Grand Slam Paris 2010,112,Paris,,,2010,1,EJU,0,gs_paris2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,FRA,France,4,0,,gs_paris2010,1,['sen'],Grand Slam
65,995,2010/01/30,2010/01/31,World Cup Tbilisi 2010,56,Tbilisi,,,2010,0,EJU,0,wcup_geo2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,GEO,Georgia,6,0,,wcup_geo2010,1,['sen'],World Cup
66,996,2010/01/30,2010/01/31,World Cup Sofia 2010,56,Sofia,,,2010,0,EJU,0,wcup_bul2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,BUL,Bulgaria,29,0,,wcup_bul2010,1,['sen'],World Cup
67,994,2010/01/16,2010/01/17,Masters Suwon 2010,112,Suwon,,,2010,1,JUA,0,masters_kor2010,1683351132,2023-05-06 05:32:12,,1,ijf_official,KOR,Republic of Korea,15,0,,masters_kor2010,1,['sen'],Masters
68,960,2011/12/17,2011/12/18,Grand Prix Qingdao 2011,112,Qingdao,,,2011,1,JUA,0,gp_chn2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,CHN,People's Republic of China,46,0,,gp_chn2011,1,['sen'],Grand Prix
69,959,2011/12/09,2011/12/11,Grand Slam Tokyo 2011,112,Tokyo,,,2011,1,JUA,0,gs_jpn2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,JPN,Japan,13,0,,gs_jpn2011,1,['sen'],Grand Slam
70,992,2011/12/02,2011/12/03,World Cup Suwon 2011,112,Suwon,,,2011,0,JUA,0,wcup_kor2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,KOR,Republic of Korea,15,0,,wcup_kor2011,1,['sen'],World Cup
71,958,2011/11/19,2011/11/20,Grand Prix Amsterdam 2011,112,Amsterdam,,,2011,1,EJU,0,gp_ned2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,NED,Netherlands,28,0,,gp_ned2011,1,['sen'],Grand Prix
72,1049,2011/11/11,2011/11/12,World Cup Apia 2011,107,Apia,,,2011,0,OJU,0,wcup_sam2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,SAM,Samoa,167,0,,wcup_sam2011,1,['sen'],World Cup
73,957,2011/10/16,2011/10/18,Grand Prix Abu Dhabi 2011,112,Abu Dhabi,,,2011,1,JUA,0,gp_uae2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,UAE,United Arab Emirates,155,0,,gp_uae2011,1,['sen'],Grand Prix
74,988,2011/10/08,2011/10/09,World Cup Baku 2011,56,Baku,,,2011,0,EJU,0,wcup_aze2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,AZE,Azerbaijan,8,0,,wcup_aze2011,1,['sen'],World Cup
75,989,2011/10/08,2011/10/09,World Cup Minsk 2011,55,Minsk,,,2011,0,EJU,0,wcup_blr2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,BLR,Belarus,16,0,,wcup_blr2011,1,['sen'],World Cup
76,986,2011/10/01,2011/10/02,World Cup Liverpool 2011,56,Liverpool,,,2011,0,EJU,0,wcup_gbr2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,GBR,Great Britain,26,0,,wcup_gbr2011,1,['sen'],World Cup
77,987,2011/10/01,2011/10/02,World Cup Rome 2011,56,Rome,,,2011,0,EJU,0,wcup_ita2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,ITA,Italy,23,0,,wcup_ita2011,1,['sen'],World Cup
78,985,2011/09/24,2011/09/25,World Cup Almata 2011,112,Almata,,,2011,0,JUA,0,wcup_kaz2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,KAZ,Kazakhstan,14,0,,wcup_kaz2011,1,['sen'],World Cup
79,984,2011/09/17,2011/09/18,World Cup Tashkent 2011,112,Tashkent,,,2011,0,JUA,0,wcup_uzb2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,UZB,Uzbekistan,17,0,,wcup_uzb2011,1,['sen'],World Cup
80,983,2011/09/10,2011/09/11,World Cup Ulaanbaatar 2011,112,Ulaanbaatar,,,2011,0,JUA,0,wcup_mgl2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,MGL,Mongolia,61,0,,wcup_mgl2011,1,['sen'],World Cup
81,956,2011/08/23,2011/08/28,World Championships Paris 2011,111,Paris,,,2011,1,EJU,0,wc2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,FRA,France,4,0,,wc2011,1,['sen'],World Championships
82,980,2011/07/16,2011/07/17,World Cup San Salvador 2011,112,San Salvador,,,2011,0,PJC,0,wcup_esa2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESA,El Salvador,112,0,,wcup_esa2011,1,['sen'],World Cup
83,979,2011/07/09,2011/07/10,World Cup Puerto La Cruz 2011,112,Puerto La Cruz,,,2011,0,PJC,0,wcup_ven2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,VEN,Venezuela,109,0,,wcup_ven2011,1,['sen'],World Cup
84,978,2011/07/02,2011/07/03,World Cup Miami 2011,112,Miami,,,2011,0,PJC,0,wcup_usa2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,USA,United States of America,57,0,,wcup_usa2011,1,['sen'],World Cup
85,977,2011/06/25,2011/06/26,World Cup Sao Paolo 2011,112,Sao Paolo,,,2011,0,PJC,0,wcup_bra2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,BRA,Brazil,49,0,,wcup_bra2011,1,['sen'],World Cup
86,955,2011/06/18,2011/06/19,Grand Slam Rio de Janeiro 2011,112,Rio de Janeiro,,,2011,1,PJC,0,gs_bra2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,BRA,Brazil,49,0,,gs_bra2011,1,['sen'],Grand Slam
87,975,2011/06/11,2011/06/12,World Cup Tallin 2011,56,Tallin,,,2011,0,EJU,0,wcup_est2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,EST,Estonia,39,0,,wcup_est2011,1,['sen'],World Cup
88,976,2011/06/11,2011/06/12,World Cup Lisbon 2011,56,Lisbon,,,2011,0,EJU,0,wcup_por2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,POR,Portugal,21,0,,wcup_por2011,1,['sen'],World Cup
89,973,2011/06/04,2011/06/05,World Cup Bucharest 2011,56,Bucharest,,,2011,0,EJU,0,wcup_rou2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,ROU,Romania,266,0,,wcup_rou2011,1,['sen'],World Cup
90,974,2011/06/04,2011/06/05,World Cup Madrid 2011,56,Madrid,,,2011,0,EJU,0,wcup_esp2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESP,Spain,20,0,,wcup_esp2011,1,['sen'],World Cup
91,954,2011/05/27,2011/05/29,Grand Slam Moscow 2011,112,Moscow,,,2011,1,EJU,0,gs_rus2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,RUS,Russian Federation,7,0,,gs_rus2011,1,['sen'],Grand Slam
92,953,2011/05/06,2011/05/08,Grand Prix Baku 2011,112,Baku,,,2011,1,EJU,0,gp_aze2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,AZE,Azerbaijan,8,0,,gp_aze2011,1,['sen'],Grand Prix
93,967,2011/04/21,2011/04/24,European Championships Istanbul 2011,112,Istanbul,,,2011,0,EJU,0,ec2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,TUR,Türkiye,10,0,,ec2011,1,['sen'],European Championships
94,969,2011/04/15,2011/04/17,Oceanian Championships Tahiti 2011,69,Tahiti,,,2011,0,OJU,0,oju2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,PYF,French Polynesia,264,0,,oju2011,1,['sen'],Oceanian Championships
95,968,2011/04/14,2011/04/17,African Championships Dakar 2011,110,Dakar,,,2011,0,AJU,0,aju2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,SEN,Senegal,78,0,,aju2011,1,['sen'],African Championships
96,970,2011/04/05,2011/04/07,Asian Championships Abu Dhabi 2011,112,Abu Dhabi,,,2011,0,JUA,0,jua2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,UAE,United Arab Emirates,155,0,,jua2011,1,['sen'],Asian Championships
97,971,2011/04/01,2011/04/03,Panamerican Championships Guadalajara 2011,113,Guadalajara,,,2011,0,PJC,0,pjc2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,MEX,Mexico,93,0,,pjc2011,1,['sen'],
98,965,2011/02/26,2011/02/27,World Cup Prague 2011,56,Prague,,,2011,0,EJU,0,wcup_cze2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,CZE,Czech Republic,32,0,,wcup_cze2011,1,['sen'],World Cup
99,966,2011/02/26,2011/02/27,World Cup Warsaw 2011,56,Warsaw,,,2011,0,EJU,0,wcup_pol2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,POL,Poland,25,0,,wcup_pol2011,1,['sen'],World Cup
100,946,2011/02/19,2011/02/20,Grand Prix Dusseldorf 2011,112,Dusseldorf,,,2011,1,EJU,0,gp_ger2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,GER,Germany,193,0,,gp_ger2011,1,['sen'],Grand Prix
101,963,2011/02/12,2011/02/13,World Cup Budapest 2011,56,Budapest,,,2011,0,EJU,0,wcup_hun2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,HUN,Hungary,27,0,,wcup_hun2011,1,['sen'],World Cup
102,964,2011/02/12,2011/02/13,World Cup Oberwart 2011,56,Oberwart,,,2011,0,EJU,0,wcup_aut2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,AUT,Austria,2,0,,wcup_aut2011,1,['sen'],World Cup
103,945,2011/02/05,2011/02/06,Grand Slam Paris 2011,112,Paris,,,2011,1,EJU,0,gs_fra2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,FRA,France,4,0,,gs_fra2011,1,['sen'],Grand Slam
104,961,2011/01/29,2011/01/30,World Cup Tbilisi 2011,56,Tbilisi,,,2011,0,EJU,0,wcup_geo2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,GEO,Georgia,6,0,,wcup_geo2011,1,['sen'],World Cup
105,962,2011/01/29,2011/01/30,World Cup Sofia 2011,56,Sofia,,,2011,0,EJU,0,wcup_bul2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,BUL,Bulgaria,29,0,,wcup_bul2011,1,['sen'],World Cup
106,944,2011/01/15,2011/01/16,Masters Baku 2011,112,Baku,,,2011,1,EJU,0,masters_aze2011,1683351132,2023-05-06 05:32:12,,1,ijf_official,AZE,Azerbaijan,8,0,,masters_aze2011,1,['sen'],Masters
107,1081,2012/12/06,2012/12/07,World Cup Jeju 2012,110,Jeju,,,2012,0,JUA,0,wcup_kor2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,KOR,Republic of Korea,15,0,,wcup_kor2012,1,['sen'],World Cup
108,1078,2012/11/30,2012/12/02,Grand Slam Tokyo 2012,112,Tokyo,,,2012,1,JUA,0,gs_jpn2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,JPN,Japan,13,0,,gs_jpn2012,1,['sen'],Grand Slam
109,1079,2012/11/24,2012/11/25,Grand Prix Qingdao 2012,111,Qingdao,,,2012,1,JUA,0,gp_chn2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,CHN,People's Republic of China,46,0,,gp_chn2012,1,['sen'],Grand Prix
110,1076,2012/11/16,2012/11/17,World Cup Apia 2012,90,Apia,,,2012,0,OJU,0,wcup_sam2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,SAM,Samoa,167,0,,wcup_sam2012,1,['sen'],World Cup
111,1075,2012/10/11,2012/10/13,Grand Prix Abu Dhabi 2012,91,Abu Dhabi,,,2012,1,JUA,0,gp_uae2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,UAE,United Arab Emirates,155,0,,gp_uae2012,1,['sen'],Grand Prix
112,1073,2012/10/06,2012/10/07,World Cup Istanbul 2012,56,Istanbul,,,2012,0,EJU,0,wcup_tur2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,TUR,Türkiye,10,0,,wcup_tur2012,1,['sen'],World Cup
113,1074,2012/10/06,2012/10/07,World Cup Minsk 2012,51,Minsk,,,2012,0,EJU,0,wcup_blr2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,BLR,Belarus,16,0,,wcup_blr2012,1,['sen'],World Cup
114,1072,2012/09/29,2012/09/30,World Cup Rome 2012,112,Rome,,,2012,0,EJU,0,wcup_ita2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,ITA,Italy,23,0,,wcup_ita2012,1,['sen'],World Cup
115,1070,2012/09/22,2012/09/23,World Cup Tashkent 2012,84,Tashkent,,,2012,0,JUA,0,wcup_uzb2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,UZB,Uzbekistan,17,0,,wcup_uzb2012,1,['sen'],World Cup
116,1069,2012/09/08,2012/09/09,World Cup Ulaanbatar 2012,107,Ulaanbatar,,,2012,0,JUA,0,wcup_mgl2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,MGL,Mongolia,61,0,,wcup_mgl2012,1,['sen'],World Cup
117,1089,2012/07/28,2012/08/03,Olympic Games London 2012,111,London,,,2012,1,EJU,0,oly2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,GBR,Great Britain,26,0,,oly2012,1,['sen'],Olympic Games
118,1068,2012/06/16,2012/06/17,World Cup Buenos Aires 2012,100,Buenos Aires,,,2012,0,PJC,0,wcup_arg2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,ARG,Argentina,77,0,,wcup_arg2012,1,['sen'],World Cup
119,1065,2012/06/09,2012/06/10,World Cup Lisbon 2012,55,Lisbon,,,2012,0,EJU,0,wcup_por2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,POR,Portugal,21,0,,wcup_por2012,1,['sen'],World Cup
120,1066,2012/06/09,2012/06/10,World Cup Tallin 2012,54,Tallin,,,2012,0,EJU,0,wcup_est2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,EST,Estonia,39,0,,wcup_est2012,1,['sen'],World Cup
121,1067,2012/06/09,2012/06/10,Grand Slam Rio de Janeiro 2012,99,Rio de Janeiro,,,2012,1,PJC,0,gs_bra2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,BRA,Brazil,49,0,,gs_bra2012,1,['sen'],Grand Slam
122,1063,2012/06/02,2012/06/03,World Cup Madrid 2012,56,Madrid,,,2012,0,EJU,0,wcup_esp2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,ESP,Spain,20,0,,wcup_esp2012,1,['sen'],World Cup
123,1064,2012/06/02,2012/06/03,World Cup Bucharest 2012,56,Bucharest,,,2012,0,EJU,0,wcup_rou2012,1683351132,2023-05-06 05:32:12,,1,ijf_official,ROU,Romania,266,0,,wcup_rou2012,1,['sen'],World Cup
